com.samsung.shealth.insight_message,6307003,2
is_ai_generated,feedback_type,service_id,description,exposure_uri,condition_id,msg_id,update_time,create_time,is_viewed,tag,category,title,deviceuuid,pkg_name,datauuid,day_time
0,0,tracker.vitality,Você passou muito tempo em atividade ontem. Você deve estar cansado(a). Tente agendar suas atividades. Reserve algum tempo todas as semanas para planejar e ajustar seu horário de exercício e descanso. Isso ajudará você a manter um bom equilíbrio.,intent:#Intent;action=com.samsung.android.app.shealth.intent.action.INSIGHT_HA_LOGGING_CARD_EXPOSED;package=com.sec.android.app.shealth;S.card_id=27544__36744;S.extra_llm_type=rule;S.tracker_id=tracker.vitality;end,active_time_36,AT-20-1,2025-10-28 10:14:31.843,2025-10-28 10:14:31.843,0,27544,VS_VITALITYSCORE,Mantenha o equilíbrio,R5wtjjS0Fd,com.sec.android.app.shealth,045fe064-9816-4f27-9009-56800e63819b,1761609600000,
0,0,tracker.vitality,"Você teve uma boa pontuação de energia hoje. Bom trabalho! Para continuar seu progresso, crie um plano detalhado para sua rotina. Por exemplo, você pode reservar horários específicos para se exercitar e conceder a si mesmo(a) um período de relaxamento antes de dormir.",intent:#Intent;action=com.samsung.android.app.shealth.intent.action.INSIGHT_HA_LOGGING_CARD_EXPOSED;package=com.sec.android.app.shealth;S.card_id=27416__36812;S.extra_llm_type=rule;S.tracker_id=tracker.vitality;end,score_76,SC-10-2,2025-10-31 18:28:27.480,2025-10-31 18:28:27.480,0,27416,VS_VITALITYSCORE,Crie sua rotina,R5wtjjS0Fd,com.sec.android.app.shealth,93ffd351-6616-47c9-91c0-da622f2906e0,1761868800000,
0,0,tracker.vitality,"Sua pontuação de energia está boa hoje! Ótimo trabalho. Lembre-se de que seus esforços estão ajudando você a viver cada dia ao máximo. Pode ser manter o foco no trabalho, aproveitar o tempo com seus entes queridos ou até mesmo ter mais energia para se dedicar às suas paixões.",intent:#Intent;action=com.samsung.android.app.shealth.intent.action.INSIGHT_HA_LOGGING_CARD_EXPOSED;package=com.sec.android.app.shealth;S.card_id=27417__36812;S.extra_llm_type=rule;S.tracker_id=tracker.vitality;end,score_76,SC-10-3,2025-11-01 11:40:42.941,2025-11-01 08:27:30.960,0,27417,VS_VITALITYSCORE,Continue assim!,R5wtjjS0Fd,com.sec.android.app.shealth,d65e0e95-e29e-4fbf-839d-d40ee7544420,1761955200000,
0,0,tracker.vitality,Sua pontuação de energia está boa hoje. Continue cuidando de você e priorizando o equilíbrio para o seu corpo e a sua rotina. Bom trabalho!,intent:#Intent;action=com.samsung.android.app.shealth.intent.action.INSIGHT_HA_LOGGING_CARD_EXPOSED;package=com.sec.android.app.shealth;S.card_id=25034__36812;S.extra_llm_type=rule;S.tracker_id=tracker.vitality;end,score_76,SC-12,2025-11-02 11:49:29.875,2025-11-02 07:05:31.570,0,25034,VS_VITALITYSCORE,Reparo em progresso,R5wtjjS0Fd,com.sec.android.app.shealth,c367484d-b6d0-4fb1-a096-b54f808515ec,1762041600000,
0,0,tracker.vitality,"Sua frequência cardíaca durante o sono voltou ao normal recentemente. Isso é maravilhoso! Seja para adotar um novo hábito ou se comprometer com o que você já está fazendo, considere definir ou reafirmar seus objetivos.",intent:#Intent;action=com.samsung.android.app.shealth.intent.action.INSIGHT_HA_LOGGING_CARD_EXPOSED;package=com.sec.android.app.shealth;S.card_id=27677__36794;S.extra_llm_type=rule;S.tracker_id=tracker.vitality;end,shr_balance_65,HR-1-5,2025-11-03 09:58:36.785,2025-11-03 09:58:36.785,0,27677,VS_VITALITYSCORE,Mantenha sua mentalidade,R5wtjjS0Fd,com.sec.android.app.shealth,7c53ea21-6aae-4b6f-840a-ff80c42ab5c6,1762128000000,
0,0,tracker.vitality,"Sua frequência cardíaca durante o sono recentemente ficou fora da faixa ideal. Se isso for surpreendente, relaxe, é apenas seu corpo dizendo para você focar na recuperação. Hoje, faça pausas sempre que puder. Essa é uma ótima maneira de melhorar sua frequência cardíaca durante o sono e seu humor.",intent:#Intent;action=com.samsung.android.app.shealth.intent.action.INSIGHT_HA_LOGGING_CARD_EXPOSED;package=com.sec.android.app.shealth;S.card_id=32565__42493;S.extra_llm_type=rule;S.tracker_id=tracker.vitality;end,shr_balance_67,HR-4,2025-11-05 08:27:37.719,2025-11-05 08:27:37.719,0,32565,VS_VITALITYSCORE,Faça uma pausa,R5wtjjS0Fd,com.sec.android.app.shealth,86fd9133-5b67-4ff9-afa6-aa1d08eb2f08,1762300800000,
0,0,tracker.vitality,"Recentemente, você apresentou uma frequência cardíaca durante o sono fora da faixa ideal. Planeje como você poderia adicionar um descanso de qualidade ao seu dia. Coisas como tentar relaxar uma hora antes de dormir com atividades leves e relaxantes podem ajudar seu corpo a desacelerar.",intent:#Intent;action=com.samsung.android.app.shealth.intent.action.INSIGHT_HA_LOGGING_CARD_EXPOSED;package=com.sec.android.app.shealth;S.card_id=32568__42493;S.extra_llm_type=rule;S.tracker_id=tracker.vitality;end,shr_balance_67,HR-3-2,2025-11-06 09:13:40.438,2025-11-06 09:13:40.438,0,32568,VS_VITALITYSCORE,Melhore seu descanso,R5wtjjS0Fd,com.sec.android.app.shealth,b59be78b-d925-4d1f-bbd8-8329c4e2f7bf,1762387200000,
0,0,tracker.vitality,"Você fez muita atividade ontem, o que pode sobrecarregar seu corpo. Considere incorporar algumas atividades menos extenuantes em sua rotina. É importante não exagerar e se machucar ou se esgotar. Permita que seu corpo descanse e se recupere adequadamente.",intent:#Intent;action=com.samsung.android.app.shealth.intent.action.INSIGHT_HA_LOGGING_CARD_EXPOSED;package=com.sec.android.app.shealth;S.card_id=32421__42441;S.extra_llm_type=rule;S.tracker_id=tracker.vitality;end,active_time_36,AT-21,2025-11-07 04:57:49.318,2025-11-07 04:57:49.318,0,32421,VS_VITALITYSCORE,Não exagere!,R5wtjjS0Fd,com.sec.android.app.shealth,9972562f-d913-4f6d-b616-8da03e4f27c5,1762473600000,
0,0,tracker.vitality,Parece que você precisa de um descanso hoje. Sugere-se um alongamento suave ou ioga para ajudar a aliviar a tensão. Lembre-se de ouvir com atenção o que seu corpo precisa.,intent:#Intent;action=com.samsung.android.app.shealth.intent.action.INSIGHT_HA_LOGGING_CARD_EXPOSED;package=com.sec.android.app.shealth;S.card_id=32606__42509;S.extra_llm_type=rule;S.tracker_id=tracker.vitality;end,score_78,SC-16,2025-11-08 09:34:14.062,2025-11-08 09:34:14.062,0,32606,VS_VITALITYSCORE,Hora de relaxar,R5wtjjS0Fd,com.sec.android.app.shealth,ffd6da5f-7c18-44d1-a6c4-dbb7adfe0064,1762560000000,
0,0,tracker.vitality,"Sua frequência cardíaca durante o sono voltou ao normal recentemente. Isso é maravilhoso! Seja para adotar um novo hábito ou se comprometer com o que você já está fazendo, considere definir ou reafirmar seus objetivos.",intent:#Intent;action=com.samsung.android.app.shealth.intent.action.INSIGHT_HA_LOGGING_CARD_EXPOSED;package=com.sec.android.app.shealth;S.card_id=32557__42489;S.extra_llm_type=rule;S.tracker_id=tracker.vitality;end,shr_balance_65,HR-1-5,2025-11-09 08:35:41.439,2025-11-09 08:35:41.439,0,32557,VS_VITALITYSCORE,Mantenha sua mentalidade,R5wtjjS0Fd,com.sec.android.app.shealth,f47d74aa-ffed-46ec-834d-06609a207b61,1762646400000,
